customer_id,Age,Income,Credit Score,Loan Amount,Tenure,Interest Rate,Existing EMI,Dependents,Experience_years,City,Job Type,Education Level,Marital Status,Loan Purpose,Credit Card Owner,Vehicle Owner,Default Flag,Default Status,Income_Clean,Credit Score_Clean,City_Clean,Job type _Clean,Education level_Clean,Risk Level,Income Segment,Loan Size Category
129687,55,52310.11,320,441040.94,12,25.3,1,0,27,Bangalore,Salaried,Masters,Single,Personal,Yes,No,1,Yes,52310.11,320,Bangalore,Salaried,Masters,High Risk,high,Large
100774,61,85293.5,533,5000,24,23.93,0,4,1,Kolkata,Salaried,,Married,Education,Yes,No,1,Yes,85293.5,533,Kolkata,Salaried,unknown,High Risk,high,Small
102296,34,41240.41,728,356826.46,12,23.71,1,5,18,Chennai,Freelancer,PhD,Divorced,Car,No,Yes,1,Yes,41240.41,728,Chennai,Freelancer,PhD,High Risk,high,Large
121669,40,37510.29,388,72739.46,12,8.69,0,5,35,Bangalore,Student,Masters,Single,Education,Yes,No,1,Yes,37510.29,388,Bangalore,Student,Masters,High Risk,high,Large
103657,62,40213.47,709,47759.06,24,13.95,2,1,15,Bangalore,Unemployed,PhD,Single,Education,No,No,1,Yes,40213.47,709,Bangalore,Unemployed,PhD,High Risk,high,Medium
111898,28,28594.51,602,146195.41,12,11.71,1,0,39,Delhi,Salaried,PhD,Married,Education,No,Yes,1,Yes,28594.51,602,Delhi,Salaried,PhD,High Risk,high,Large
109382,49,60863,608,90838.51,60,18.01,2,1,11,Mumbai,Unemployed,PhD,Married,Travel,Yes,Yes,1,Yes,60863,608,Mumbai,Unemployed,PhD,High Risk,high,Large
117930,25,39481.55,328,175750.53,12,26.38,3,0,31,Delhi,Unemployed,HighSchool,Divorced,Car,No,No,1,Yes,39481.55,328,Delhi,Unemployed,HighSchool,High Risk,high,Large
126106,50,43091.55,522,353134.61,36,26.51,0,3,15,Bangalore,Business,Masters,Divorced,Car,No,No,1,Yes,43091.55,522,Bangalore,Business,Masters,High Risk,high,Large
121465,62,,,143811.93,24,25.96,0,3,23,,Salaried,PhD,Single,Medical,No,Yes,1,Yes,55020.04,601,unknown,Salaried,PhD,High Risk,high,Large
126022,48,36484.84,476,5000,48,15.14,0,2,13,Mumbai,Student,Diploma,Married,Medical,No,No,1,Yes,36484.84,476,Mumbai,Student,Diploma,High Risk,high,Small
108850,52,64519.2,353,152817.28,18,21.43,4,4,21,Delhi,Freelancer,PhD,Divorced,Car,Yes,Yes,1,Yes,64519.2,353,Delhi,Freelancer,PhD,High Risk,high,Large
123778,21,54159.88,547,467295.37,6,11,0,3,4,Jaipur,Salaried,Diploma,Divorced,Education,No,No,1,Yes,54159.88,547,Jaipur,Salaried,Diploma,High Risk,high,Large
126057,38,46624.25,754,270696.88,12,12.41,1,4,4,Mumbai,Student,Masters,Divorced,Home,Yes,Yes,1,Yes,46624.25,754,Mumbai,Student,Masters,High Risk,high,Large
108981,45,86786.38,827,5000,60,20.73,1,4,39,Chennai,Business,Bachelors,Divorced,Personal,Yes,Yes,1,Yes,86786.38,827,Chennai,Business,Bachelors,High Risk,high,Small
119026,20,33670.3,346,495181.6,24,13.55,3,5,23,Pune,Student,Bachelors,Divorced,Medical,No,Yes,1,Yes,33670.3,346,Pune,Student,Bachelors,High Risk,high,Large
105973,53,108545.71,584,403127.9,24,21.94,1,3,20,,Salaried,Diploma,Single,Personal,Yes,Yes,1,Yes,108545.71,584,unknown,Salaried,Diploma,High Risk,high,Large
121775,30,73722.52,573,95205.88,48,27.94,1,2,34,Mumbai,Student,PhD,Single,Home,Yes,No,1,Yes,73722.52,573,Mumbai,Student,PhD,High Risk,high,Large
114479,56,35933.79,847,18689.77,6,20.25,3,5,17,Chennai,Student,Diploma,Single,Personal,No,Yes,1,Yes,35933.79,847,Chennai,Student,Diploma,High Risk,high,Small
118566,24,42931.48,410,353808.11,24,16.72,3,1,11,Bangalore,Salaried,HighSchool,Single,Business,No,No,1,Yes,42931.48,410,Bangalore,Salaried,HighSchool,High Risk,high,Large
123800,32,98486.48,772,177230.95,48,26.41,4,0,11,Delhi,Business,Masters,Married,Car,Yes,No,1,Yes,98486.48,772,Delhi,Business,Masters,High Risk,high,Large
105632,62,75128.64,466,248577.34,36,27.91,0,0,10,Delhi,Student,HighSchool,Single,Car,No,Yes,1,Yes,75128.64,466,Delhi,Student,HighSchool,High Risk,high,Large
126496,21,16598.67,647,231611.6,6,8.91,1,1,10,Jaipur,Student,Bachelors,Divorced,Travel,No,Yes,1,Yes,16598.67,647,Jaipur,Student,Bachelors,High Risk,high,Large
126659,61,41571.06,678,87742.55,18,16.61,1,2,6,Kolkata,Freelancer,HighSchool,Single,Car,No,Yes,0,No,41571.06,678,Kolkata,Freelancer,HighSchool,Low Risk,high,Large
121549,49,36679.37,846,96299.68,36,25.33,5,2,5,,Salaried,Diploma,Married,Business,No,Yes,1,Yes,36679.37,846,unknown,Salaried,Diploma,High Risk,high,Large
113354,43,83351.21,815,278214.24,48,16.27,0,2,26,Kolkata,Salaried,Masters,Married,Business,No,No,1,Yes,83351.21,815,Kolkata,Salaried,Masters,High Risk,high,Large
116381,36,54619.64,617,203193.27,12,17.83,2,1,39,Chennai,Business,Bachelors,Divorced,Medical,No,No,1,Yes,54619.64,617,Chennai,Business,Bachelors,High Risk,high,Large
121717,58,61585.98,598,264822.16,12,13.57,0,5,35,Mumbai,Freelancer,Diploma,Married,Car,Yes,Yes,1,Yes,61585.98,598,Mumbai,Freelancer,Diploma,High Risk,high,Large
111432,41,73234.41,312,5000,48,10.56,1,1,21,Delhi,Student,Diploma,Married,Personal,Yes,Yes,1,Yes,73234.41,312,Delhi,Student,Diploma,High Risk,high,Small
119925,50,68032.84,888,388792.12,60,23.99,1,3,14,Chennai,Business,PhD,Single,Medical,Yes,Yes,1,Yes,68032.84,888,Chennai,Business,PhD,High Risk,high,Large
105786,25,66356.01,663,280808.49,48,22.91,2,0,7,Pune,Salaried,,Single,Travel,No,Yes,1,Yes,66356.01,663,Pune,Salaried,unknown,High Risk,high,Large
127310,31,50884.81,310,272978.82,6,27.71,0,1,38,Pune,Freelancer,PhD,Married,Home,Yes,No,1,Yes,50884.81,310,Pune,Freelancer,PhD,High Risk,high,Large
108296,45,48455.99,617,228078.1,6,16.23,4,1,11,Kolkata,Freelancer,Masters,Divorced,Business,Yes,Yes,0,No,48455.99,617,Kolkata,Freelancer,Masters,Low Risk,high,Large
111512,59,52376.82,866,226070.65,18,26.03,0,3,1,Chennai,Student,Bachelors,Married,Business,Yes,Yes,1,Yes,52376.82,866,Chennai,Student,Bachelors,High Risk,high,Large
105467,38,57720.94,775,260922.77,6,22.83,1,2,24,Delhi,Student,HighSchool,Married,Home,No,Yes,1,Yes,57720.94,775,Delhi,Student,HighSchool,High Risk,high,Large
115301,44,42452.76,418,270844.53,48,21.8,3,3,2,Pune,Freelancer,Bachelors,Married,Education,Yes,Yes,1,Yes,42452.76,418,Pune,Freelancer,Bachelors,High Risk,high,Large
120926,64,65273.6,401,353812.52,12,14.68,0,0,37,Mumbai,Student,Diploma,Divorced,Home,Yes,No,1,Yes,65273.6,401,Mumbai,Student,Diploma,High Risk,high,Large
114958,54,76746.91,421,103501.86,48,27.69,0,2,3,Chennai,Unemployed,HighSchool,Divorced,Travel,Yes,No,1,Yes,76746.91,421,Chennai,Unemployed,HighSchool,High Risk,high,Large
120987,53,70965.07,404,189620.94,6,8.23,5,2,30,Kolkata,Business,,Divorced,Car,No,Yes,1,Yes,70965.07,404,Kolkata,Business,unknown,High Risk,high,Large
103087,50,59314.7,644,149681.87,48,17.33,3,4,32,Chennai,Salaried,Masters,Divorced,Car,Yes,No,1,Yes,59314.7,644,Chennai,Salaried,Masters,High Risk,high,Large
100100,25,76599.38,813,355219.87,36,21.89,1,4,36,Pune,Student,Masters,Married,Home,Yes,No,1,Yes,76599.38,813,Pune,Student,Masters,High Risk,high,Large
120610,62,72821.04,501,408747.16,12,10.57,1,2,33,Chennai,Freelancer,Diploma,Divorced,Home,No,No,1,Yes,72821.04,501,Chennai,Freelancer,Diploma,High Risk,high,Large
115868,64,59753.68,553,72969.34,60,19.97,0,4,35,Delhi,Salaried,Diploma,Divorced,Education,Yes,No,0,No,59753.68,553,Delhi,Salaried,Diploma,Medium Risk,high,Large
102478,18,19990.86,621,310675.92,48,12.87,4,4,19,Mumbai,Freelancer,Bachelors,Single,Education,Yes,No,1,Yes,19990.86,621,Mumbai,Freelancer,Bachelors,High Risk,high,Large
109389,22,37409.79,,377826.98,6,24.25,0,3,4,Hyderabad,Student,Diploma,Married,Car,No,Yes,1,Yes,37409.79,601,Hyderabad,Student,Diploma,High Risk,high,Large
105431,51,60913.13,846,118236.76,48,15.57,1,2,19,Pune,Business,Bachelors,Divorced,Travel,Yes,Yes,1,Yes,60913.13,846,Pune,Business,Bachelors,High Risk,high,Large
110815,19,50216.35,720,152381.65,24,25.78,0,2,20,Mumbai,Unemployed,Masters,Married,Home,Yes,Yes,1,Yes,50216.35,720,Mumbai,Unemployed,Masters,High Risk,high,Large
110101,48,36000.46,724,215491.26,24,12.09,3,4,23,Kolkata,Salaried,Diploma,Single,Education,No,No,1,Yes,36000.46,724,Kolkata,Salaried,Diploma,High Risk,high,Large
124269,58,64608.5,391,182274.43,48,9.4,1,5,2,Jaipur,Unemployed,PhD,Divorced,Personal,No,No,1,Yes,64608.5,391,Jaipur,Unemployed,PhD,High Risk,high,Large
115949,62,20405.2,,137985.1,36,11.45,2,1,38,Chennai,Salaried,Masters,Single,Medical,No,Yes,1,Yes,20405.2,601,Chennai,Salaried,Masters,High Risk,high,Large
117038,55,71750.68,855,148943.38,6,22.67,3,0,39,Jaipur,Unemployed,Bachelors,Married,Home,No,No,0,No,71750.68,855,Jaipur,Unemployed,Bachelors,Very Low Risk,high,Large
120628,19,74251.56,799,319222.11,18,18.21,3,3,15,Bangalore,Freelancer,Bachelors,Divorced,Business,No,Yes,1,Yes,74251.56,799,Bangalore,Freelancer,Bachelors,High Risk,high,Large
126340,36,21176.07,348,608612.65,6,13.45,1,0,16,Chennai,Student,HighSchool,Divorced,Car,No,Yes,1,Yes,21176.07,348,Chennai,Student,HighSchool,High Risk,high,Large
127278,28,58527.21,717,275300.71,6,16.11,1,3,5,Hyderabad,Freelancer,Masters,Divorced,Travel,Yes,No,1,Yes,58527.21,717,Hyderabad,Freelancer,Masters,High Risk,high,Large
116954,43,50410.07,523,362525.36,36,15.22,0,2,31,Pune,Student,Masters,Married,Travel,No,No,1,Yes,50410.07,523,Pune,Student,Masters,High Risk,high,Large
113783,23,15945.12,709,181875.01,48,14.28,1,5,22,,Unemployed,Bachelors,Divorced,Personal,No,Yes,1,Yes,15945.12,709,unknown,Unemployed,Bachelors,High Risk,high,Large
108455,22,38398.94,682,100790.69,48,7.19,0,3,17,Bangalore,Freelancer,HighSchool,Married,Personal,No,No,1,Yes,38398.94,682,Bangalore,Freelancer,HighSchool,High Risk,high,Large
122821,23,99451.06,723,170511.07,36,27.98,2,2,18,Delhi,Business,HighSchool,Married,Education,Yes,No,1,Yes,99451.06,723,Delhi,Business,HighSchool,High Risk,high,Large
110317,49,61711.01,871,187722.27,24,23.54,1,2,7,Chennai,Unemployed,Diploma,Married,Car,No,No,1,Yes,61711.01,871,Chennai,Unemployed,Diploma,High Risk,high,Large
129708,48,61615.77,466,117644.05,12,26.41,2,4,15,Pune,Freelancer,Diploma,Divorced,Business,Yes,Yes,1,Yes,61615.77,466,Pune,Freelancer,Diploma,High Risk,high,Large
105538,18,47489.32,646,344938.1,6,14.14,1,2,28,Chennai,Business,PhD,Married,Home,No,No,1,Yes,47489.32,646,Chennai,Business,PhD,High Risk,high,Large
125562,63,80358.78,599,118268.56,12,25.61,0,4,27,Chennai,Business,Masters,Married,Car,No,Yes,1,Yes,80358.78,599,Chennai,Business,Masters,High Risk,high,Large
100831,42,84027.71,414,69529.37,36,17.09,0,5,22,Hyderabad,Student,Masters,Single,Car,No,No,1,Yes,84027.71,414,Hyderabad,Student,Masters,High Risk,high,Medium
114707,63,48904.62,872,267526.09,36,16.94,0,0,36,Jaipur,Salaried,Masters,Single,Business,No,Yes,1,Yes,48904.62,872,Jaipur,Salaried,Masters,High Risk,high,Large
119754,21,32044.79,648,102514.24,6,10.62,3,3,33,Chennai,Salaried,HighSchool,Single,Medical,No,Yes,1,Yes,32044.79,648,Chennai,Salaried,HighSchool,High Risk,high,Large
113339,36,73238.43,428,58708.66,18,10.57,0,4,23,Chennai,Student,Bachelors,Single,Business,No,No,1,Yes,73238.43,428,Chennai,Student,Bachelors,High Risk,high,Medium
118442,33,49375.38,305,524825.1,6,22.19,2,2,34,Bangalore,Freelancer,Bachelors,Divorced,Education,Yes,Yes,1,Yes,49375.38,305,Bangalore,Freelancer,Bachelors,High Risk,high,Large
126429,36,58902.45,587,389174.5,60,10.57,2,5,36,Jaipur,Business,Diploma,Single,Car,No,No,1,Yes,58902.45,587,Jaipur,Business,Diploma,High Risk,high,Large
118195,62,59177.57,738,413391.36,6,15.74,1,4,28,Hyderabad,Student,Bachelors,Single,Car,Yes,No,1,Yes,59177.57,738,Hyderabad,Student,Bachelors,High Risk,high,Large
108283,63,95402.86,313,275150.39,6,26.99,1,4,2,Bangalore,Unemployed,Bachelors,Married,Car,No,Yes,1,Yes,95402.86,313,Bangalore,Unemployed,Bachelors,High Risk,high,Large
106180,54,32465.78,423,46561.78,60,18.28,2,0,6,Pune,Business,PhD,Divorced,Home,Yes,Yes,1,Yes,32465.78,423,Pune,Business,PhD,High Risk,high,Medium
129738,38,,300,5000,60,25.94,0,1,31,Pune,Salaried,Masters,Married,Medical,Yes,No,1,Yes,55020.04,300,Pune,Salaried,Masters,High Risk,high,Small
101928,35,48900.79,759,202810.49,6,20.66,3,3,8,Delhi,Unemployed,,Single,Medical,Yes,Yes,1,Yes,48900.79,759,Delhi,Unemployed,unknown,High Risk,high,Large
101370,62,61005.78,514,268547.27,6,11.63,1,3,29,,Student,Diploma,Married,Personal,Yes,Yes,1,Yes,61005.78,514,unknown,Student,Diploma,High Risk,high,Large
103090,25,76961.26,,475745.61,36,20.4,3,5,10,Bangalore,Salaried,Diploma,Single,Home,Yes,No,1,Yes,76961.26,601,Bangalore,Salaried,Diploma,High Risk,high,Large
119424,30,60795.54,435,118174.55,6,12.41,0,2,33,Jaipur,Unemployed,HighSchool,Married,Education,Yes,Yes,1,Yes,60795.54,435,Jaipur,Unemployed,HighSchool,High Risk,high,Large
126529,23,67389.59,704,285500.59,24,13.91,1,3,38,Bangalore,Unemployed,Bachelors,Divorced,Travel,Yes,Yes,1,Yes,67389.59,704,Bangalore,Unemployed,Bachelors,High Risk,high,Large
120041,51,36430.22,773,25295.78,24,23.44,1,2,25,Jaipur,Salaried,Diploma,Divorced,Education,No,No,0,No,36430.22,773,Jaipur,Salaried,Diploma,Very Low Risk,high,Small
107990,19,65893.97,490,200271.36,24,21.12,0,4,31,Mumbai,Unemployed,HighSchool,Divorced,Personal,Yes,No,1,Yes,65893.97,490,Mumbai,Unemployed,HighSchool,High Risk,high,Large
119736,24,94849.66,824,5000,48,18.96,3,0,24,Hyderabad,Salaried,Masters,Married,Personal,Yes,No,1,Yes,94849.66,824,Hyderabad,Salaried,Masters,High Risk,high,Small
106413,27,73577.68,816,187939.29,60,9.01,1,3,11,Chennai,Freelancer,Masters,Single,Medical,Yes,Yes,1,Yes,73577.68,816,Chennai,Freelancer,Masters,High Risk,high,Large
126808,59,70639.64,717,20292,60,23.24,2,2,9,Mumbai,Business,Diploma,Single,Business,Yes,Yes,0,No,70639.64,717,Mumbai,Business,Diploma,Very Low Risk,high,Small
124586,48,59182.95,886,283411.38,18,11,1,0,16,Delhi,Unemployed,PhD,Married,Business,Yes,Yes,1,Yes,59182.95,886,Delhi,Unemployed,PhD,High Risk,high,Large
107501,49,38741.32,758,340922.81,6,23.51,1,2,33,Jaipur,Freelancer,Diploma,Single,Car,Yes,No,1,Yes,38741.32,758,Jaipur,Freelancer,Diploma,High Risk,high,Large
109566,35,95900.53,556,142550.96,24,14.91,1,4,4,Delhi,Business,PhD,Single,Travel,No,Yes,0,No,95900.53,556,Delhi,Business,PhD,Medium Risk,high,Large
101916,29,62832.5,422,419150.58,6,14.2,0,4,17,Delhi,Student,PhD,Divorced,Travel,No,Yes,1,Yes,62832.5,422,Delhi,Student,PhD,High Risk,high,Large
124800,51,66723.82,435,211130.97,60,23.83,3,4,0,Jaipur,Business,HighSchool,Single,Home,No,No,1,Yes,66723.82,435,Jaipur,Business,HighSchool,High Risk,high,Large
115148,25,40299.75,404,208151.59,60,19.54,0,5,3,Chennai,Business,Bachelors,Single,Personal,No,No,1,Yes,40299.75,404,Chennai,Business,Bachelors,High Risk,high,Large
129308,44,62483.08,503,122765.79,24,27.27,1,1,36,Jaipur,Salaried,Diploma,Divorced,Education,No,No,1,Yes,62483.08,503,Jaipur,Salaried,Diploma,High Risk,high,Large
129323,44,51198.72,303,5000,18,8.29,2,2,34,Jaipur,,PhD,Divorced,Education,Yes,No,1,Yes,51198.72,303,Jaipur,unknown,PhD,High Risk,high,Small
112849,26,40411.09,487,293567.22,18,22.1,5,4,38,Jaipur,Freelancer,Diploma,Divorced,Car,No,No,1,Yes,40411.09,487,Jaipur,Freelancer,Diploma,High Risk,high,Large
122935,18,47273.36,847,361582.4,36,11.47,0,3,23,Jaipur,Student,Masters,Single,Home,No,No,1,Yes,47273.36,847,Jaipur,Student,Masters,High Risk,high,Large
100704,30,71870.94,497,476723.81,18,10.83,2,0,14,Delhi,Student,Bachelors,Single,Travel,Yes,No,0,No,71870.94,497,Delhi,Student,Bachelors,Medium Risk,high,Large
114205,64,32322.25,314,486987.94,60,17.37,3,4,18,Jaipur,Freelancer,Bachelors,Divorced,Personal,No,No,1,Yes,32322.25,314,Jaipur,Freelancer,Bachelors,High Risk,high,Large
116296,29,75760.72,722,37528.61,6,25.06,0,1,25,Pune,Unemployed,HighSchool,Divorced,Education,No,Yes,1,Yes,75760.72,722,Pune,Unemployed,HighSchool,High Risk,high,Medium
108689,43,76671.93,758,382822.91,12,21.97,1,5,19,Chennai,Business,Bachelors,Single,Education,Yes,No,1,Yes,76671.93,758,Chennai,Business,Bachelors,High Risk,high,Large
118277,18,8000,802,200569.51,12,24.61,1,5,4,Chennai,Salaried,Bachelors,Married,Medical,No,Yes,1,Yes,8000,802,Chennai,Salaried,Bachelors,High Risk,high,Large
117104,46,79988.29,408,404132.92,24,22.49,0,4,14,Pune,Freelancer,Masters,Divorced,Business,No,No,1,Yes,79988.29,408,Pune,Freelancer,Masters,High Risk,high,Large
111079,29,53740.47,460,542974.83,12,22.78,0,1,38,Chennai,Freelancer,HighSchool,Divorced,Car,Yes,No,1,Yes,53740.47,460,Chennai,Freelancer,HighSchool,High Risk,high,Large
103619,56,26925.68,310,310080.76,60,24.15,0,5,17,Jaipur,Business,HighSchool,Divorced,Car,Yes,Yes,1,Yes,26925.68,310,Jaipur,Business,HighSchool,High Risk,high,Large
127799,61,63024.92,381,68451.62,18,27.54,0,0,19,Bangalore,Business,Masters,Single,Medical,Yes,Yes,1,Yes,63024.92,381,Bangalore,Business,Masters,High Risk,high,Medium
107425,46,67362.19,605,256982.03,12,11.23,3,3,19,Delhi,Unemployed,Bachelors,Single,Business,Yes,No,1,Yes,67362.19,605,Delhi,Unemployed,Bachelors,High Risk,high,Large
105987,41,18831,453,243939.6,48,12.16,2,2,11,Chennai,Salaried,Masters,Divorced,Personal,No,Yes,1,Yes,18831,453,Chennai,Salaried,Masters,High Risk,high,Large
112019,34,58706.66,545,217775.46,12,27.57,1,1,18,Kolkata,Salaried,PhD,Married,Medical,No,Yes,0,No,58706.66,545,Kolkata,Salaried,PhD,Medium Risk,high,Large
129278,62,54788.07,773,387131.03,6,11.61,3,3,23,Hyderabad,Unemployed,HighSchool,Single,Personal,Yes,Yes,1,Yes,54788.07,773,Hyderabad,Unemployed,HighSchool,High Risk,high,Large
111995,28,71456.9,377,130299.75,6,25.19,4,0,30,Delhi,Salaried,Diploma,Single,Travel,Yes,Yes,1,Yes,71456.9,377,Delhi,Salaried,Diploma,High Risk,high,Large
108917,44,63510.52,322,105107.97,6,13.9,0,2,26,Kolkata,Freelancer,Bachelors,Married,Education,Yes,Yes,1,Yes,63510.52,322,Kolkata,Freelancer,Bachelors,High Risk,high,Large
125725,52,53423.66,505,479660.59,18,14.28,4,1,23,Mumbai,Salaried,HighSchool,Divorced,Education,Yes,No,1,Yes,53423.66,505,Mumbai,Salaried,HighSchool,High Risk,high,Large
107180,44,67073.23,873,5000,12,9.67,1,0,39,Mumbai,Student,PhD,Single,Medical,No,Yes,1,Yes,67073.23,873,Mumbai,Student,PhD,High Risk,high,Small
125140,24,83569.42,782,41034.82,18,23.48,1,2,25,Pune,Freelancer,Masters,Single,Business,No,No,1,Yes,83569.42,782,Pune,Freelancer,Masters,High Risk,high,Medium
101976,52,42694.31,849,138207.65,36,27.58,0,4,13,Bangalore,Business,Masters,Divorced,Car,Yes,Yes,1,Yes,42694.31,849,Bangalore,Business,Masters,High Risk,high,Large
112985,40,57742.6,624,201769.99,18,26.79,0,3,36,Delhi,Student,Masters,Married,Car,No,No,1,Yes,57742.6,624,Delhi,Student,Masters,High Risk,high,Large
109634,30,34350.56,799,144859.25,60,10.14,0,4,6,Chennai,Business,Bachelors,Married,Medical,No,No,1,Yes,34350.56,799,Chennai,Business,Bachelors,High Risk,high,Large
120564,39,50799.76,459,162114.06,48,13.2,1,4,34,Kolkata,Unemployed,HighSchool,Single,Home,No,Yes,1,Yes,50799.76,459,Kolkata,Unemployed,HighSchool,High Risk,high,Large
125283,44,62912.5,864,284482.84,12,8.64,1,5,28,Mumbai,Business,HighSchool,Single,Education,Yes,Yes,1,Yes,62912.5,864,Mumbai,Business,HighSchool,High Risk,high,Large
102309,42,87462.75,757,359528.04,12,15.99,0,3,31,Mumbai,Salaried,Masters,Single,Education,No,No,0,No,87462.75,757,Mumbai,Salaried,Masters,Very Low Risk,high,Large
103549,54,70868.11,712,204224.58,6,22.56,0,2,34,Hyderabad,Student,PhD,Married,Education,No,Yes,1,Yes,70868.11,712,Hyderabad,Student,PhD,High Risk,high,Large
101766,20,84761.65,512,322087.4,36,20.15,1,2,11,Delhi,Unemployed,,Married,Business,No,Yes,1,Yes,84761.65,512,Delhi,Unemployed,unknown,High Risk,high,Large
107150,57,18587.03,722,201168.59,48,15.06,1,2,37,Chennai,Student,Masters,Divorced,Education,Yes,Yes,1,Yes,18587.03,722,Chennai,Student,Masters,High Risk,high,Large
120485,44,43910.57,513,216365.9,36,13.64,1,5,23,Bangalore,Student,Masters,Divorced,Business,No,Yes,1,Yes,43910.57,513,Bangalore,Student,Masters,High Risk,high,Large
104962,37,70585.64,516,63399.14,18,7.09,0,5,8,Jaipur,Freelancer,,Single,Medical,No,No,1,Yes,70585.64,516,Jaipur,Freelancer,unknown,High Risk,high,Medium
126775,52,61341.07,,5000,6,21.74,1,0,35,Mumbai,Student,Bachelors,Divorced,Medical,Yes,Yes,1,Yes,61341.07,601,Mumbai,Student,Bachelors,High Risk,high,Small
121182,40,67569.91,432,376688.11,60,17.45,0,3,2,Chennai,Business,Masters,Married,Business,Yes,No,1,Yes,67569.91,432,Chennai,Business,Masters,High Risk,high,Large
109680,52,47193.67,486,117838.86,18,26.98,1,2,35,Jaipur,Freelancer,Diploma,Divorced,Medical,Yes,Yes,1,Yes,47193.67,486,Jaipur,Freelancer,Diploma,High Risk,high,Large
104907,47,8000,392,33432.7,48,20.52,0,5,20,Jaipur,Unemployed,PhD,Married,Travel,No,No,1,Yes,8000,392,Jaipur,Unemployed,PhD,High Risk,high,Medium
124634,25,,505,113406.87,12,24.92,1,2,37,Jaipur,Freelancer,Diploma,Married,Business,Yes,No,1,Yes,55020.04,505,Jaipur,Freelancer,Diploma,High Risk,high,Large
118683,51,19961.39,821,5000,24,12.87,1,5,35,Chennai,Student,Diploma,Single,Car,No,No,1,Yes,19961.39,821,Chennai,Student,Diploma,High Risk,high,Small
105164,35,49873.06,564,156619.67,12,11.07,4,5,9,Pune,Student,PhD,Divorced,Car,Yes,No,1,Yes,49873.06,564,Pune,Student,PhD,High Risk,high,Large
127764,53,50707.61,861,190657.67,48,18.35,1,2,33,Bangalore,Salaried,Masters,Married,Education,Yes,Yes,0,No,50707.61,861,Bangalore,Salaried,Masters,Very Low Risk,high,Large
116520,24,44902.59,581,224026.4,36,10.15,1,0,36,Kolkata,Freelancer,Bachelors,Divorced,Medical,No,No,1,Yes,44902.59,581,Kolkata,Freelancer,Bachelors,High Risk,high,Large
117701,52,57621.39,582,5000,6,9.1,1,3,21,Kolkata,Student,HighSchool,Married,Business,Yes,No,1,Yes,57621.39,582,Kolkata,Student,HighSchool,High Risk,high,Small
126895,23,82735.04,468,125872.26,60,22.71,1,2,3,Jaipur,Business,PhD,Married,Travel,Yes,Yes,1,Yes,82735.04,468,Jaipur,Business,PhD,High Risk,high,Large
123074,20,121390.59,652,268084.78,48,12.02,1,3,0,Chennai,Business,PhD,Married,Car,Yes,Yes,1,Yes,121390.59,652,Chennai,Business,PhD,High Risk,high,Large
124302,52,79991.24,476,246288.59,36,9.85,5,3,13,Chennai,Student,HighSchool,Married,Medical,Yes,No,1,Yes,79991.24,476,Chennai,Student,HighSchool,High Risk,high,Large
111424,52,51557.07,593,37411.52,48,16.3,1,5,19,Pune,Student,Bachelors,Single,Medical,No,No,1,Yes,51557.07,593,Pune,Student,Bachelors,High Risk,high,Medium
104638,46,55688.41,892,210544.29,6,18.27,2,2,39,Hyderabad,Salaried,PhD,Single,Business,Yes,Yes,1,Yes,55688.41,892,Hyderabad,Salaried,PhD,High Risk,high,Large
117282,34,92577.64,755,164003.18,6,22.54,4,1,7,Kolkata,Business,Bachelors,Married,Education,No,Yes,1,Yes,92577.64,755,Kolkata,Business,Bachelors,High Risk,high,Large
114533,48,42393.89,342,110286.28,24,22.43,2,2,25,Chennai,Business,Masters,Divorced,Car,Yes,Yes,1,Yes,42393.89,342,Chennai,Business,Masters,High Risk,high,Large
118616,59,68620.62,457,429702.69,24,23.64,2,5,25,Mumbai,Student,HighSchool,Single,Home,No,No,1,Yes,68620.62,457,Mumbai,Student,HighSchool,High Risk,high,Large
109451,64,67589.18,772,258266.65,36,9.96,1,0,2,,Unemployed,Bachelors,Divorced,Education,No,No,1,Yes,67589.18,772,unknown,Unemployed,Bachelors,High Risk,high,Large
108237,60,31961.71,805,478895.37,12,20.74,3,4,39,Chennai,Unemployed,Bachelors,Married,Car,Yes,No,1,Yes,31961.71,805,Chennai,Unemployed,Bachelors,High Risk,high,Large
120250,36,57102.92,890,520020.56,48,8.13,2,3,5,Mumbai,Student,PhD,Married,Education,No,No,1,Yes,57102.92,890,Mumbai,Student,PhD,High Risk,high,Large
101655,30,53629.8,589,147706.33,36,11.2,3,4,25,Mumbai,Student,PhD,Married,Travel,Yes,No,1,Yes,53629.8,589,Mumbai,Student,PhD,High Risk,high,Large
112842,56,61108.36,819,170612.66,48,15.34,0,4,9,Hyderabad,Student,Bachelors,Divorced,Car,No,No,1,Yes,61108.36,819,Hyderabad,Student,Bachelors,High Risk,high,Large
102861,64,85135.7,834,113741.11,60,15.51,2,1,36,Chennai,Business,HighSchool,Divorced,Travel,Yes,No,1,Yes,85135.7,834,Chennai,Business,HighSchool,High Risk,high,Large
128840,51,48217.1,698,357008.86,18,17.85,4,3,25,Bangalore,Business,HighSchool,Married,Business,No,No,1,Yes,48217.1,698,Bangalore,Business,HighSchool,High Risk,high,Large
114100,20,52363.31,343,134178.12,60,22.87,0,1,19,Kolkata,Salaried,HighSchool,Married,Car,Yes,No,1,Yes,52363.31,343,Kolkata,Salaried,HighSchool,High Risk,high,Large
